Age,City,State,Age,Total Time,Gender
"» Wilson, Caitlin (USA)",Chicago,IL,29,4:44:00,F
"» Gamez, Silvia (MEX)",Tampico,TAMAULIPAS,45,4:44:01,F
"» Luttrell, Chelsea (USA)",Fishers,IN,28,4:44:02,F
"» Martinez, Karla (MEX)",Brownsville,TX,39,4:44:02,F
"» Chesney, Tegan (USA)",Brighton,MI,21,4:44:02,F
"» Thompson, Madeline (USA)",Naperville,IL,21,4:44:02,F
"» Aliberti, Maria Elena (USA)",Chicago,IL,35,4:44:03,F
"» Clayton, Yocunda (USA)",Irondale,AL,42,4:44:03,F
"» Lawinger, Lauren (USA)",Wauwatosa,WI,25,4:44:03,F
"» Groselak, Diana (USA)",Lemont,IL,51,4:44:03,F
"» Murguia, Maria Teresa (MEX)",Mexico,Ciudad de mex...,41,4:44:04,F
"» Krahulec, Katie (USA)",Saint Charles,IL,30,4:44:04,F
"» Faccinto, Nicole (USA)",New Albany,OH,37,4:44:05,F
"» Huening, Jessica (USA)",Los Gatos,CA,41,4:44:06,F
"» Woods, Lori (USA)",Andersonville,TN,45,4:44:06,F
"» Mack, Suzann (USA)",Overland Park,KS,46,4:44:07,F
"» Serafin, Magdalena (USA)",Chicago,IL,28,4:44:07,F
"» Atkinson, Lisa (USA)",New Lenox,IL,47,4:44:07,F
"» Roberts, Erin (USA)",Chicago,IL,34,4:44:07,F
"» King, Kelly (USA)",Plymouth,MA,48,4:44:07,F
"» Kehoe, Jodie (USA)",Chicago,IL,32,4:44:08,F
"» Harris, Nancy (USA)",Haddonfield,NJ,50,4:44:08,F
"» Kramer, Elizabeth (USA)",Chicago,IL,29,4:44:08,F
"» Harris, Karyn (USA)",Beecher,IL,48,4:44:09,F
"» Velazquez, Ayde (MEX)",Ecatepec,ESTADO...,33,4:44:09,F
"» Brewick, Margaret (USA)",Lagrange Park,IL,23,4:44:10,F
"» Kelley, Mary (USA)",Woodstock,IL,23,4:44:10,F
"» Roseberry, Taylor (USA)",Minneapolis,MN,26,4:44:10,F
"» Pollet, Ashley (USA)",Atlanta,GA,40,4:44:10,F
"» Reynolds, Leigh (GBR)",London,England,45,4:44:11,F
"» Seefeldt, Marilyn (USA)",Chicago,IL,32,4:44:11,F
"» Sears, Jessica (USA)",Louisville,KY,26,4:44:11,F
"» Bui, Lan (USA)",Westminster,CA,41,4:44:11,F
"» Cho, Samantha (USA)",Dallas,TX,38,4:44:11,F
"» Ramsey, Jennifer (USA)",Peachtree City,GA,47,4:44:11,F
"» Brown, Melissa (USA)",Joliet,IL,30,4:44:12,F
"» Dudeck, Caroline (USA)",Williamsville,NY,21,4:44:12,F
"» Morales, Rosa (USA)",Astoria,NY,41,4:44:12,F
"» Edwards, Kathy (USA)",Buford,GA,53,4:44:12,F
"» Vanderwal, Liz (USA)",Grand Rapids,MI,34,4:44:12,F
"» Golson, Kelly Jo (USA)",Batavia,IL,48,4:44:13,F
"» Blachowicz, Nicole (USA)",Darien,IL,22,4:44:13,F
"» Mannino, Amy (USA)",Belleville,IL,43,4:44:13,F
"» Barbosa, Lyssette (USA)",San Diego,CA,38,4:44:14,F
"» Vega, Patricia (USA)",Chicago,IL,41,4:44:15,F
"» Kegley, Vanessa (USA)",Cedar Lake,IN,34,4:44:15,F
"» Lindeman, Kelly (USA)",Delphos,OH,38,4:44:15,F
"» Dimaggio, Margel (USA)",Brighton,MA,24,4:44:16,F
"» Brazen, Stacey (USA)",Chicago,IL,32,4:44:16,F
"» Cover, Catherine (USA)",St Louis,MO,34,4:44:17,F
"» Bills, Stephenie (USA)",Peoria,IL,35,4:44:18,F
"» Libson, Elizabeth (USA)",Washington,DC,27,4:44:18,F
"» Dinarte, Jessica (USA)",Arlington,VA,41,4:44:19,F
"» Cox, Regina (USA)",Atlanta,GA,41,4:44:20,F
"» Kieber, Stephanie (USA)",Green Bay,WI,28,4:44:20,F
"» Kennedy, Meghan (USA)",Chicago,IL,31,4:44:22,F
"» Layton, Becky (USA)",San Francisco,CA,43,4:44:22,F
"» Harris, Julie (USA)",La Grange Park,IL,31,4:44:22,F
"» Lindstrom, Tara (USA)",Westmont,IL,35,4:44:23,F
"» Carlucci, Lisa (USA)",Victorville,CA,57,4:44:24,F
"» Genenbacher, Karissa (USA)",Quincy,IL,25,4:44:25,F
"» Castro, Jimena (PER)",Lima,,43,4:44:25,F
"» Forero, Miren (USA)",Miami,FL,60,4:44:25,F
"» Candano, Claudia (MEX)",Mexico City,Mexico,35,4:44:25,F
"» Foronda, Nancy (COL)",Bogota,,47,4:44:25,F
"» Green, Amelia (USA)",Raleigh,NC,31,4:44:25,F
"» Jenkins, Bridgette (USA)",Lakemoor,IL,30,4:44:25,F
"» Cosman, Emily (USA)",Hingham,MA,37,4:44:25,F
"» Debartolo, Mary (USA)",Chicago,IL,30,4:44:25,F
"» Cornwall, Kailin (USA)",Chicago,IL,24,4:44:26,F
"» Ulloa, Paola (COL)",Panama,,27,4:44:26,F
"» Park, Cindy (USA)",Palatine,IL,43,4:44:26,F
"» Shen, Jianhui (CHN)",Shenzhen,GUANGD...,38,4:44:27,F
"» Smith, Samantha (USA)",Kalamazoo,MI,30,4:44:27,F
"» Ramirez, Stephanie (USA)",Cambridge,MA,23,4:44:27,F
"» Falletta, Maria (CAN)",Coquitlam,BC,56,4:44:27,F
"» Medina Lopez, Susana (USA)",Chicago,IL,29,4:44:28,F
"» Linebarger, Leah (USA)",Somerville,NJ,28,4:44:28,F
"» Mcginley, Christine (USA)",North Myrtle Beach,SC,43,4:44:28,F
"» Kelly, Elizabeth (USA)",Sea Cliff,NY,28,4:44:28,F
"» Bernal, Cecilia (USA)",Hobart,IN,60,4:44:29,F
"» Rabbino, Jennifer (USA)",West Windsor,NJ,22,4:44:30,F
"» Wilson, Holly (USA)",Montgomery,AL,51,4:44:30,F
"» Chan, Megan (USA)",Chicago,IL,28,4:44:31,F
"» Baxter, Aileen (USA)",Chicago,IL,42,4:44:31,F
"» Booty, Jo (USA)",Naperville,IL,60,4:44:31,F
"» Klute, Linda (USA)",Chicago,IL,67,4:44:32,F
"» Torres, Emma (USA)",Guaynabo,PR,38,4:44:32,F
"» Zorn, Elizabeth (USA)",Chicago,IL,28,4:44:32,F
"» Chang, Rebecca (USA)",Austin,TX,21,4:44:32,F
"» Marsden, Maria (GBR)",Chicago,IL,46,4:44:33,F
"» Sanchez, Alexandra (USA)",Deerfield,IL,44,4:44:34,F
"» Crowley, Anne (USA)",Horseheads,NY,48,4:44:34,F
"» Draft, Anna (USA)",Chicago,IL,29,4:44:34,F
"» Absalon, Katherine (USA)",Oak Lawn,IL,25,4:44:34,F
"» Jones, Caroline (USA)",Denver,CO,29,4:44:34,F
"» Jatkiewicz, Michelle (USA)",Chesterton,IN,41,4:44:34,F
"» Brick, Jennifer (USA)",Raritan,NJ,38,4:44:35,F
"» Rzonzew, Nicole (COL)",Bogota,,33,4:44:35,F
"» Avery, Martha (USA)",Lake Forest,IL,54,4:44:36,F
"» Boisvert, Nicole (USA)",Rochester Hills,MI,46,4:44:36,F
"» Pasquesi, Leah (USA)",Chicago,IL,28,4:44:37,F
"» Page, Samantha (USA)",Lake Villa,IL,22,4:44:38,F
"» Galson, Kerry (USA)",Morton Grove,IL,43,4:44:38,F
"» Hughes, Katharine (USA)",Evanston,IL,36,4:44:38,F
"» Woodall, Rachel (USA)",Round Rock,TX,38,4:44:39,F
"» Boorde, Alexis (USA)",Franklin,TN,30,4:44:39,F
"» Contreras, Rosie (MEX)",Des Plaines,IL,33,4:44:40,F
"» Ralston, Maria (USA)",Roslindale,MA,51,4:44:41,F
"» Gurecki, Andrea (USA)",Dunstable,MA,33,4:44:41,F
"» Caro, Maria (USA)",Yonkers,NY,50,4:44:42,F
"» De La Cueva Aguilera, Magali (MEX)",Torreon,COAHUILA,30,4:44:44,F
"» Flynn, Margaret (USA)",Chicago,IL,24,4:44:44,F
"» Pugh, Diana (USA)",Quantico,VA,44,4:44:44,F
"» Silva, Diana (USA)",Peotone,IL,21,4:44:45,F
"» Mac, Sonya (GBR)",Newtownards,Co Down,40,4:44:46,F
"» Kirby, Briana (USA)",Fort Worth,TX,30,4:44:46,F
"» Hartmann-Sadrina, Petra (GER)",Bonn,,56,4:44:46,F
"» Mcguinness, Kristen (USA)",Stoneham,MA,40,4:44:46,F
"» Osterlind, Anna (USA)",Alameda,CA,28,4:44:46,F
"» Aldrich, Kaitlyn (USA)",St Paul,MN,25,4:44:47,F
"» Dooley, Christie (USA)",Chicago,IL,34,4:44:47,F
"» Bull, Lene (DEN)",Copenhagen,Copenh...,43,4:44:47,F
"» Young, Megan (USA)",Chicago,IL,28,4:44:48,F
"» Creech, Corine (USA)",Washington,DC,35,4:44:49,F
"» Breckan, Jamie (USA)",Barrington,IL,31,4:44:49,F
"» Evans, Shane (USA)",Palatine,IL,31,4:44:50,F
"» Vigeral, Mariana (USA)",Weston,FL,27,4:44:50,F
"» Manzella, Erica (USA)",Manhattan,IL,20,4:44:50,F
"» Ramirez, Jeysel (CRC)",Cartago,,38,4:44:52,F
"» Glowczynski, Kelly (USA)",Roanoke,VA,44,4:44:52,F
"» Whalen, Erika (USA)",Chicago,IL,24,4:44:52,F
"» Milnarik, Elizabeth (USA)",Washington,DC,43,4:44:52,F
"» Tran-Perez, Alexandra (USA)",Cupertino,CA,50,4:44:52,F
"» Stoklosa, Olivia (USA)",Elmhurst,IL,24,4:44:52,F
"» Robertson, Peggy (USA)",Upland,CA,32,4:44:52,F
"» Hitchcock, Lynsey (USA)",Webberville,MI,21,4:44:53,F
"» Zhang, Yuanyuan (CHN)",Beijing,BEIJING,37,4:44:54,F
"» Caddick, Heather (USA)",Oak Forest,IL,21,4:44:54,F
"» Corona, Ana (MEX)",Mexico City,CDMX,30,4:44:54,F
"» Schroeter, Melissa (USA)",Saline,MI,48,4:44:55,F
"» Lax, Kristin (USA)",New York,NY,48,4:44:55,F
"» Danielewicz, Sara (USA)",Riverwoods,IL,50,4:44:55,F
"» Patel, Vandana (USA)",Urbana,IL,45,4:44:56,F
"» Reardon, Erika (USA)",Boston,MA,25,4:44:57,F
"» Rupprecht, Amy (USA)",Crystal Lake,IL,28,4:44:57,F
"» Butcher, Jessica (USA)",Mahomet,IL,25,4:44:57,F
"» Ibarra, Luisa (GUA)",Guatemala,,38,4:44:57,F
"» Baez, Mayra (USA)",Mayaguez,,54,4:44:58,F
"» Meier, Tiffany (USA)",Chicago,IL,41,4:44:58,F
"» Karne, Anita (USA)",New Haven,CT,41,4:44:58,F
"» Glauberman, Kelly (USA)",Northbrook,IL,37,4:44:59,F
"» Burleson, Jennifer (USA)",Aurora,CO,37,4:44:59,F
"» Dicocco, Jorie (USA)",Northbrook,IL,38,4:44:59,F
"» Knight, Shawndee (USA)",Glen Carbon,IL,42,4:45:00,F
"» Venugopalan, Shreevaishnavi (IND)",Columbus,IN,26,4:45:00,F
"» Schauer, Kelsey (USA)",Palos Park,Illinois,22,4:45:00,F
"» Lantto, Kristen (USA)",Milwaukee,WI,32,4:45:01,F
"» Norton, Madelynne (USA)",Durham,NC,19,4:45:01,F
"» Alvarez, Lauren (USA)",Chicago,IL,31,4:45:01,F
"» Brownell, Edie (USA)",Charlotte,MI,60,4:45:01,F
"» Sacasa, Valeria (GUA)",Guatemala,,33,4:45:01,F
"» Davis, Keri (USA)",Patterson,NY,40,4:45:02,F
"» Biggs, Allie (USA)",Cincinnati,OH,26,4:45:03,F
"» Rodts, Sarah (USA)",Dallas,TX,29,4:45:03,F
"» Diloreto, Liz (CAN)",London,ON,49,4:45:04,F
"» Goodrich, Lori (USA)",West Dundee,IL,45,4:45:04,F
"» Prasch, Anna (USA)",Chicago,IL,25,4:45:04,F
"» Pollins, Evelyn (USA)",Chicago,IL,34,4:45:04,F
"» Bourassa, Jeanette (USA)",Jupiter,FL,41,4:45:05,F
"» Jacome, Sinthya (BRA)",Belo Horizonte,Minas ...,44,4:45:05,F
"» Sandoval, Stephanie (USA)",Schererville,IN,38,4:45:05,F
"» Schroeder, Madison (USA)",Chicago,IL,21,4:45:05,F
"» Litwiller, Morgan (USA)",Indianapolis,IN,24,4:45:06,F
"» Bryant, Jill (USA)",Columbus,OH,35,4:45:06,F
"» Talbot, Nicole (USA)",Novi,MI,26,4:45:08,F
"» Davis, Shalisa (USA)",Suffolk,VA,47,4:45:10,F
"» Gonzalez, Mariangela (VEN)",Boca Raton,FL,39,4:45:10,F
"» Avery, Kim (CAN)",Toronto,ON,43,4:45:11,F
"» Mcleod, Samantha (USA)",San Francisco,CA,29,4:45:11,F
"» Zuccaro, Molly (USA)",Lexington,MA,26,4:45:11,F
"» Coria, Eneida (MEX)",Sharonville,OH,37,4:45:11,F
"» Gregorowicz, Catherine (USA)",Reading,MA,26,4:45:12,F
"» Pacheco, Rosana (USA)",Gurabo,PR,48,4:45:12,F
"» Lockyer, Gemma (GBR)",Milton Keynes,Bucking...,27,4:45:13,F
"» Thanopoulos, Angie (USA)",Arlington Heights,IL,37,4:45:14,F
"» Holland, Erin (USA)",Orland Park,IL,25,4:45:16,F
"» Vander Wall, Nicole (USA)",New Lenox,IL,22,4:45:16,F
"» Bryan, Lauren (USA)",Chicago,IL,36,4:45:17,F
"» Bastidas, Ivette (VEN)",Caracas,Miranda,40,4:45:17,F
"» Brandon, Emily (USA)",Albuquerque,NM,33,4:45:18,F
"» Haase, Amanda (USA)",Lake In The Hills,IL,44,4:45:18,F
"» Shippee, Meredith (USA)",Chicago,IL,37,4:45:18,F
"» Rhines, Sharon (USA)",Hanover,PA,50,4:45:18,F
"» Vigil Nuguid, Kayla (USA)",Chicago,IL,33,4:45:18,F
"» Spence, Laura (USA)",Mclean,VA,20,4:45:19,F
"» Whittaker, Mindi (USA)",Valparaiso,IN,39,4:45:20,F
"» Martinez, Lourdes (USA)",Carol Stream,IL,46,4:45:21,F
"» Rakowska, Magdalena (POL)",Carol Stream,IL,39,4:45:21,F
"» Simon, Michelle (USA)",Bartlett,IL,38,4:45:22,F
"» Ferrier, Amanda (USA)",Austin,TX,46,4:45:22,F
"» Pearce, Carolyn (USA)",Boston,MA,46,4:45:22,F
"» Hunter, Tayloe (USA)",Tazewell,VA,17,4:45:22,F
"» Hall, Tasha (USA)",Indianapolis,IN,31,4:45:23,F
"» Callahan, Amanda (USA)",Chicago,IL,31,4:45:23,F
"» Mitchener, Lori (USA)",North Reading,MA,40,4:45:24,F
"» Storck, Nicola (GER)",Wuppertal,,53,4:45:24,F
"» Guastella, Kelley (USA)",St. Clair,MI,22,4:45:25,F
"» Merrill, Kelly (USA)",Spring Grove,IL,37,4:45:25,F
"» Marren, Mary (USA)",Chicago,IL,34,4:45:25,F
"» Ward, Kendra (USA)",Charlotte,NC,37,4:45:25,F
"» Mills, Andrea (USA)",Anthem,WA,39,4:45:26,F
"» Erickson, Melissa (USA)",Park Ridge,IL,28,4:45:26,F
"» Little, Sheila (USA)",Reading,PA,38,4:45:26,F
"» Girardi, Jenny (USA)",San Francisco,CA,39,4:45:26,F
"» Bole, Evita (LAT)",Riga,,26,4:45:26,F
"» Olsen, Emily (USA)",Seattle,WA,30,4:45:28,F
"» Dalpos, Megan (USA)",Kapolei,HI,31,4:45:28,F
"» Farrer, Shannon (USA)",Sherman Oaks,CA,28,4:45:29,F
"» Clarin, Eileen (USA)",Brea,CA,42,4:45:29,F
"» Swiderska, Milena (CAN)",Toronto,ON,34,4:45:29,F
"» Albright, Julie (USA)",Big Rapids,MI,40,4:45:30,F
"» Martin, Meghan (USA)",Wheaton,IL,22,4:45:31,F
"» Ambrose, Michaela (USA)",Westmont,IL,23,4:45:31,F
"» Robertson, Samantha (USA)",Westmont,IL,28,4:45:31,F
"» Zhu, Mo (CHN)",Jersey City,NJ,28,4:45:32,F
"» Norton, Amanda (USA)",Fort Worth,TX,37,4:45:32,F
"» Lucareli, Sarah (USA)",Racine,WI,23,4:45:32,F
"» Kapur, Jill (USA)",Hanover,MA,38,4:45:32,F
"» O'Connor, Caitlin (USA)",Hanover,MA,39,4:45:32,F
"» Vogt, Kate (USA)",Chicago,IL,30,4:45:33,F
"» Kafer, Kaari (USA)",Chicago,IL,39,4:45:33,F
"» Angel, Alicia (USA)",Chicago,IL,44,4:45:33,F
"» Procknow, Lisa (USA)",Verona,WI,48,4:45:34,F
"» Govek, Jill (USA)",Verona,WI,49,4:45:34,F
"» Zerger, Amber (USA)",Austin,TX,30,4:45:34,F
"» Hickey, Margaret (USA)",Boston,MA,29,4:45:34,F
"» Yang, Marlena (USA)",Maplewood,MN,25,4:45:34,F
"» Leonard, Sarah (USA)",Goshen,CT,31,4:45:38,F
"» Watson, Sara (USA)",Chicago,IL,27,4:45:39,F
"» Debose, Carol (USA)",Chicago,IL,29,4:45:40,F
"» Betcher, Kaitlin (USA)",Scottsdale,AZ,27,4:45:41,F
"» Gilmore, Jinnohn (USA)",Centennial,CO,62,4:45:41,F
"» Carr, Danette (USA)",Raleigh,NC,48,4:45:41,F
"» Bugarin, Marlen (USA)",Glendale,CA,43,4:45:41,F
"» Clegg, Allison (USA)",Lafayette,IN,28,4:45:42,F
"» Walsh, Casey (USA)",Austin,TX,32,4:45:43,F
"» Phinney, Linda (USA)",Lilburn,GA,52,4:45:43,F
"» Hamlett, Shahidah (USA)",Fort Lee,NJ,37,4:45:43,F
"» Fang, Wenbo (CHN)",Chicago,IL,27,4:45:43,F
"» Rem, Bethsheba (USA)",Atlanta,GA,42,4:45:44,F
"» Anderson, Mary Ann (USA)",Hampshire,IL,37,4:45:45,F
"» Bacca, Ellen (USA)",Portage,MI,28,4:45:46,F
"» Bramlet, Kellie (USA)",Houston,TX,29,4:45:46,F
"» Ravens, Rachel (USA)",New York,NY,31,4:45:46,F
"» Reed, Kelly (USA)",Bloomington,MN,28,4:45:47,F
"» Cherrington, Emily (USA)",Lake Worth,FL,40,4:45:47,F
"» Morrissey, Kyra (USA)",Chicago,IL,30,4:45:48,F
"» Kampenga, Kelly (USA)",New Lenox,IL,36,4:45:48,F
"» Parkinson, Liz (GBR)",Davie,FL,35,4:45:49,F
"» Levy, Michelette (MEX)",Mexico,Queretaro,40,4:45:50,F
"» Whittington, Mary (USA)",Oxford,MS,30,4:45:51,F
"» Landwerlen, Deborah (USA)",La Porte,IN,49,4:45:51,F
"» Horn, Christine (USA)",Grant Park,IL,42,4:45:51,F
"» Owens, Kimberly (USA)",Springfield,IL,49,4:45:52,F
"» Baker, Betsy (USA)",Fishers,IN,40,4:45:52,F
"» Shannon, Ann (USA)",Auburn,AL,42,4:45:52,F
"» Blake, Chrissi (USA)",Wentzville,MO,45,4:45:53,F
"» Sundaram, Latha (USA)",Chicag0,IL,43,4:45:53,F
"» Day, Sabrina (USA)",Raleigh,NC,35,4:45:54,F
"» Connery, Paula (USA)",Kearney,MO,51,4:45:54,F
"» Lowery, Katie (USA)",Chicago,IL,26,4:45:55,F
"» Gonzalez, Aida (USA)",Chicago,IL,39,4:45:55,F
"» Pope, Andrea (USA)",Grand Canyon,AZ,33,4:45:56,F
"» Dowd, Narri (USA)",Goffstown,NH,49,4:45:56,F
"» Li, Jing (CHN)",Gilbert,AZ,26,4:45:57,F
"» Lindroth, Holly (USA)",Chicago,IL,30,4:45:57,F
"» Davis, Erin (USA)",Lake Forest,IL,34,4:45:57,F
"» Judy, Megan (USA)",Chicago,IL,44,4:45:59,F
"» Thrower, Denise (USA)",Little Rock,AR,51,4:45:59,F
"» Taylor, Carol Anne (USA)",Dallas,TX,50,4:45:59,F
"» Townsend, Jeanette (USA)",Oak Hill,VA,53,4:46:00,F
"» Moritz Brik, Jeanice (BRA)",Curitiba,Parana,46,4:46:01,F
"» Blundell, Monica (USA)",New York,NY,26,4:46:01,F
"» Walsh, Kristin (USA)",Orland Park,IL,43,4:46:02,F
"» Vasquez, Angela (DOM)",Santo Domingo,Distrito...,40,4:46:03,F
"» Cooney, Sophie (IRL)",Chicago,IL,26,4:46:04,F
"» Durr, Lakeshi (USA)",West Windsor,NJ,37,4:46:04,F
"» Jacob, Maria (USA)",Virginia Beach,VA,57,4:46:04,F
"» Aguiar, Maria De Lourdes (BRA)",Campo Grande,MS,57,4:46:04,F
"» Miranda, Ilianette (USA)",Sabana Grande,PR,42,4:46:05,F
"» Triveri, Laura (USA)",Oak Park,IL,29,4:46:05,F
"» Adair, Susie (USA)",Denton,TX,36,4:46:05,F
"» Hayes, Ashley (USA)",Lombard,IL,29,4:46:05,F
"» Lin, Zhang (CHN)",Shanghai,Shanghai,38,4:46:05,F
"» Montenegro, Sofia (GUA)",Guatemala,,27,4:46:06,F
"» Rosenberg, Kristina (SWE)",Lidingo,,50,4:46:06,F
"» Heeringa, Kathrine (USA)",Saint Joseph,MI,31,4:46:07,F
"» Wardwell, Meredith (USA)",Colorado Springs,CO,37,4:46:07,F
"» Larson, Elizabeth (USA)",Madison,WI,27,4:46:08,F
"» Smyth, Susan (USA)",Winnetka,IL,40,4:46:08,F
"» Kluka, Stephanie (USA)",Becket,MA,30,4:46:08,F
"» Pucel, Courtney (USA)",Morris,IL,39,4:46:09,F
"» Wong, Edora (USA)",Brookline,MA,26,4:46:09,F
"» Volpicelli, Lisa (USA)",Boston,MA,29,4:46:09,F
"» Dearmitt, Jennifer (USA)",Bloomsburg,PA,32,4:46:10,F
"» Georgiou, Katia (GBR)",Brookmans Park,Hertf...,31,4:46:10,F
"» Kleiman, Donna (USA)",Syosset,NY,54,4:46:11,F
"» Epstein, Diane (USA)",Gurnee,IL,40,4:46:11,F
"» Tucker, Katrin (USA)",Dallas,TX,35,4:46:11,F
"» Hernandez, Mariela (VEN)",Ny,NY,25,4:46:13,F
"» Diaz, Maria (USA)",Miami,FL,53,4:46:14,F
"» Suarez, Citlali (MEX)",Mexico,Mexico City,51,4:46:14,F
"» Danits, Cathy (USA)",Chicago,IL,59,4:46:15,F
"» Healey, Louise (GBR)",Chelmsford,Essex,33,4:46:15,F
"» Madrigal, Andrea (CRC)",Costa Rica,,36,4:46:15,F
"» Ciminillo, Jill (USA)",Chicago,IL,41,4:46:15,F
"» Helmstetter, Brooke (USA)",Winnetka,IL,40,4:46:16,F
"» Kaufmann, Marie (USA)",Chicago,IL,27,4:46:16,F
"» Shores, Kristen (USA)",Hannibal,MO,33,4:46:16,F
"» Skar-Westerlind, Kristina (SWE)",Saffle,,66,4:46:16,F
"» Thornburg, Danielle (USA)",Sioux Falls,SD,26,4:46:17,F
"» Hanson, Misty (USA)",Kansas City,MO,45,4:46:17,F
"» Harmer, Janet (USA)",Fort Walton Beach,FL,56,4:46:17,F
"» Massey, Leana (USA)",Grain Valley,MO,36,4:46:17,F
"» Salvage, Michaelynn (USA)",Chicago,IL,36,4:46:19,F
"» Moore, Sharon (USA)",Rolling Meadows,IL,56,4:46:19,F
"» Price, Jessica (USA)",Washington,DC,29,4:46:19,F
"» Teichmiller, Alexandrea (USA)",Tempe,AZ,21,4:46:19,F
"» Shreve, Jo Ann (USA)",Wickliffe,OH,45,4:46:20,F
"» Kusion, Kinga (POL)",Brookyn,NY,39,4:46:21,F
"» Romanowski, Monika (POL)",Middle Village,NY,36,4:46:21,F
"» Bulthuis, Michael Ann (USA)",Chicago,IL,32,4:46:22,F
"» Sholtey, Christine (USA)",Oswego,IL,40,4:46:22,F
"» Nesbitt, Danielle (USA)",Wheaton,IL,40,4:46:23,F
"» Zuercher, Gina (USA)",Wilmette,IL,34,4:46:23,F
"» Hightower, Cynthia (USA)",Columbus,GA,57,4:46:24,F
"» Johner, Deanna (USA)",Saint James,NY,52,4:46:24,F
"» Freels, Karen (USA)",Goodlettsville,TN,52,4:46:25,F
"» Jamison, Carleen (USA)",Raleigh,NC,44,4:46:25,F
"» Handler, Liz (USA)",Auburn,AL,26,4:46:26,F
"» Canniff, Michelle (USA)",Milton,MA,24,4:46:26,F
"» Fernandez, Andrea (CRC)",San Jose,,35,4:46:26,F
"» Griffin, Conce (USA)",Wheaton,IL,48,4:46:26,F
"» Klinger, Marissa (USA)",Dubuque,IA,23,4:46:27,F
"» Liu, Li (CHN)",Beijing,BEIJING,28,4:46:27,F
"» Jansky, Megan (USA)",Chicago,IL,33,4:46:27,F
"» Burns, Kim (USA)",Hudson,WI,48,4:46:28,F
"» Chen, Meng-Yu (TPE)",Atlanta,GA,36,4:46:29,F
"» Marshall, Kara (USA)",Hiawatha,IA,21,4:46:30,F
"» Tunney, Josie (USA)",Orland Park,IL,40,4:46:30,F
"» Tighe, Katelyn (USA)",Chicago,IL,26,4:46:30,F
"» Wright, Hailey (USA)",West St. Paul,MN,20,4:46:31,F
"» Morse, Mika (USA)",Pompton Plains,NJ,40,4:46:31,F
"» Verr, Natalie (USA)",Villa Park,IL,22,4:46:31,F
"» Schlesinger, Nancy (USA)",Lake Oswego,OR,59,4:46:31,F
"» Reuteman, Margaret (USA)",Chicago,IL,23,4:46:32,F
"» Duran, Christina (USA)",Chicago,IL,30,4:46:33,F
"» Grawe, Aubrey (USA)",Waverly,IA,21,4:46:33,F
"» Samulak, Lindsay (USA)",Lindenhurst,IL,39,4:46:34,F
"» Wilson, Rebecca (USA)",El Paso,TX,32,4:46:34,F
"» Quick, Cathi (USA)",Harlingen,TX,52,4:46:34,F
"» Herrera Rios, Jazmin (MEX)",Puebla,Puebla,38,4:46:34,F
"» Blair, Kelli (USA)",Kiron,IA,30,4:46:35,F
"» Pollard, Ashley (USA)",Orlando,FL,33,4:46:35,F
"» Staus, Taylor (USA)",Chicago,IL,25,4:46:35,F
"» Schultz, Marie (USA)",Riverside,CA,40,4:46:35,F
"» Carroll, Christine (USA)",Ypsilanti,MI,42,4:46:36,F
"» Heilman, Morgan (USA)",Columbia,PA,29,4:46:36,F
"» Henderson, Jackie (USA)",West Liberty,IA,47,4:46:36,F
"» Roman, Aracely (MEX)",Chicago,IL,39,4:46:36,F
"» Dachille, Rebecca (USA)",Evanston,IL,25,4:46:37,F
"» Gandolph, Cheryl (USA)",Fitchburg,WI,55,4:46:37,F
"» Martinez, Bridgette (USA)",Whiting,IN,36,4:46:37,F
"» Fritz, Rebecca (USA)",West Lafayette,IN,20,4:46:38,F
"» Specha, Joy (USA)",Chicago,IL,28,4:46:38,F
"» Sayles, Caitlin (USA)",Atlanta,GA,26,4:46:39,F
"» Mane, Vaishali (IND)",Hyderabad,AP,37,4:46:40,F
"» Grabowski, Cara (USA)",South Bend,IN,30,4:46:40,F
"» Ortolano, Kate (USA)",Los Angeles,CA,25,4:46:40,F
"» Thrasher, Julie (USA)",Hazelwood,MO,37,4:46:41,F
"» Todd-Dixon, Kendra (USA)",Townsend,DE,38,4:46:41,F
"» Podell, Cathleen (USA)",Wheaton,IL,46,4:46:42,F
"» Shipp, Stephanie (USA)",Plano,TX,46,4:46:43,F
"» Abramovici, Dorina (CAN)",Richmond Hill,ON,55,4:46:43,F
"» Fiedler, Alexandra (USA)",Chicago,IL,30,4:46:43,F
"» De Martini, Macarena (ARG)",Fairfax,VA,43,4:46:43,F
"» Negrete, Lucy (USA)",Chicago,IL,43,4:46:43,F
"» Mchugh, Jodie (USA)",Shelby Twp,MI,45,4:46:44,F
"» Maczkowski, Monica (USA)",Chicago,IL,29,4:46:44,F
"» O'Rourke, Christina (USA)",Chicago,IL,29,4:46:45,F
"» Kuhn, Sharon (USA)",Gurnee,IL,63,4:46:45,F
"» Beckenbaugh, Martha (USA)",Rochester,MN,46,4:46:45,F
"» Poon, Lai Har (HKG)",Tsing Yi,Hong Ko...,39,4:46:46,F
"» Schrader, Rachel (USA)",Chicago,IL,38,4:46:46,F
"» Garcia, Ana Patricia (MEX)",Queretaro,QUERET...,29,4:46:46,F
"» Wei, Leilani (USA)",Stafford,TX,47,4:46:47,F
"» Alcantara, Lorena (MEX)",Naperville,IL,36,4:46:47,F
